System,Plot Location,Monitoring Period,Month,Year,lat,lon,Depth (m),Average Flow Speed (mps),Maximum Flow Speed (mps),Survival Percentage (%),Number of Days,Living Mussel Count,Ash Free Dry Weight (g),Cooked Flesh Weight (g),Individual Weight (g),Mussel Size Measure,Shell Length (mm),Growth (g per day),Growth (mm per day),Sea Surface Temperature (C),Chlorophyll (mg per m3),Turbidity (FTU),Precipitation
OS,Mastgat 22,0.0,April,2021.0,51.62133,4.08528,-6.28,0.26,1.0,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,8.583208754716981,2.675387172083333,1.7602030609964625,888.0
OS,Mastgat 22,1.0,Mei,2021.0,51.62133,4.08528,-6.28,0.26,1.0,91.42857143,39.0,66.0,0.3138186666666667,27.745819,5.839844,119.10933,40.774531,0.0411,0.1095,10.250302301886792,2.4954477904,1.793218959411765,1450.0
OS,Mastgat 22,2.0,Juni,2021.0,51.62133,4.08528,-6.28,0.26,1.0,81.42857143,18.0,62.0,0.6321736666666666,32.712727,7.170877,97.50787,43.424737,0.0739,0.1472,16.51381091509434,5.461240679761905,1.77326140228866,1994.0
OS,Mastgat 22,3.0,Juli,2021.0,51.62133,4.08528,-6.28,0.26,1.0,88.57142857,35.0,62.0,0.7241255,36.266391,9.348387,75.300948,47.168871,0.0622,0.107,18.72584798113208,3.9146663112820512,1.0457951088,1092.0
OS,Mastgat 22,4.0,Augustus,2021.0,51.62133,4.08528,-6.28,0.26,1.0,77.14285714,36.0,67.0,0.9009195,38.571518,11.773704,60.140704,50.735556,0.0674,0.0991,19.641378518867924,3.4396224,1.3135686176883117,1714.0
OS,Mastgat 22,5.0,September,2021.0,51.62133,4.08528,-6.28,0.26,1.0,82.85714286,28.0,60.0,0.864282,39.013014,13.049138,54.404444,52.123448,0.0456,0.0496,19.17140688679245,4.609378386296296,1.2625908159346593,342.0
OS,Mastgat 22,6.0,Oktober,2021.0,51.62133,4.08528,-6.28,0.26,1.0,81.42857143,31.0,58.5,0.8528104999999999,31.901131,15.160877,47.005263,55.688772,0.0681,0.115,15.955754160377358,2.34518283497614,1.9258010945192303,1706.0
OS,Mastgat 22,0.0,April,2022.0,51.62133,4.08528,-6.28,0.26,1.0,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.813831849056603,3.631869805,0.9025829034615384,752.0
OS,Mastgat 22,1.0,Mei,2022.0,51.62133,4.08528,-6.28,0.26,1.0,85.0,36.0,66.0,0.3138186666666667,26.55,5.47,126.951539,38.7,0.0356,0.1022,11.859952891509437,3.953591855227273,1.4289597520706483,780.0
OS,Mastgat 22,2.0,Juni,2022.0,51.62133,4.08528,-6.28,0.26,1.0,66.66666667,28.0,62.0,0.6321736666666666,39.48616,7.1715,97.499617,42.5255,0.0608,0.1366,16.76184943396226,3.4482157787653565,1.802377545705384,1406.0
OS,Mastgat 22,3.0,Juli,2022.0,51.62133,4.08528,-6.28,0.26,1.0,45.0,28.0,62.0,0.7241255,39.997631,9.381111,75.044937,46.64037,0.0789,0.147,19.56893323584906,4.777635055200935,1.6459212213636365,558.0
OS,Mastgat 22,4.0,Augustus,2022.0,51.62133,4.08528,-6.28,0.26,1.0,55.0,34.0,67.0,0.9009195,45.364454,11.619697,60.917429,49.939394,0.0658,0.097,21.453366896226413,4.377963530439585,2.1894290742331286,470.0
OS,Mastgat 22,5.0,September,2022.0,51.62133,4.08528,-6.28,0.26,1.0,61.66666667,29.0,60.0,0.864282,37.439944,11.644595,60.790484,50.921431385714286,0.0009,0.0339,21.39220905660377,4.367216417638889,1.9154924138559448,4928.0
OS,Mastgat 22,6.0,Oktober,2022.0,51.62133,4.08528,-6.28,0.26,1.0,56.66666667,28.0,58.5,0.8528104999999999,32.744695,13.290882,53.439806,51.437353,0.0588,0.0184,17.18830049056604,7.0217772619104935,1.293181241079948,1122.0
OS,Mastgat 6-7,0.0,April,2017.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,0.0,80.0,0.100018,22.9,2.38,285.836276,30.31,0.0,0.0,11.135805534722222,0.76181869,0.2207418091666666,398.0
OS,Mastgat 6-7,1.0,Mei,2017.0,51.62522,4.05562,-7.65,0.16,0.65,88.75,33.0,71.0,0.40358,44.217452,4.067606,169.441109,36.01507,0.0511,0.1729,12.730235819444443,2.8657335175000003,1.5064972883928571,492.0
OS,Mastgat 6-7,2.0,Juni,2017.0,51.62522,4.05562,-7.65,0.16,0.65,63.75,26.0,51.0,0.652408,38.713785,6.158824,113.093046,40.534902,0.0804,0.1738,18.55624961805556,2.48272248,1.737551675,436.0
OS,Mastgat 6-7,3.0,Juli,2017.0,51.62522,4.05562,-7.65,0.16,0.65,65.0,29.0,52.0,0.749611,38.833156,7.591154,92.242793,43.000962,0.0494,0.085,19.982029166666663,3.529861417551724,1.609447446016949,2766.0
OS,Mastgat 6-7,4.0,Augustus,2017.0,51.62522,4.05562,-7.65,0.16,0.65,92.5,33.0,70.0,0.922176,39.722032,8.767714,80.157349,45.281286,0.0357,0.0691,19.566654000000003,4.1507421375,1.91245385,2266.0
OS,Mastgat 6-7,5.0,September,2017.0,51.62522,4.05562,-7.65,0.16,0.65,86.25,31.0,69.0,0.998509,36.676218,10.621739,66.489027,48.59,0.0598,0.1067,17.85373576388889,3.5040955512820515,1.4019566363157896,3044.0
OS,Mastgat 6-7,6.0,Oktober,2017.0,51.62522,4.05562,-7.65,0.16,0.65,83.75,36.0,67.0,0.816284,29.905189,11.099494114285712,67.141657,49.723746000000006,0.0133,0.0315,14.605314055555557,3.917454446349206,1.6721308,1278.0
OS,Mastgat 6-7,0.0,April,2018.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,0.0,80.0,0.219611,27.426378,4.11,167.868752,36.640303,0.0,0.0,8.548485381944444,6.767344881125001,3.1855531795505616,1454.0
OS,Mastgat 6-7,1.0,Mei,2018.0,51.62522,4.05562,-7.65,0.16,0.65,92.5,29.0,74.0,0.249269,23.864575,4.909459,141.029207,39.230541,0.0276,0.0893,11.30619448611111,6.767344881125001,3.1855531795505616,1566.0
OS,Mastgat 6-7,2.0,Juni,2018.0,51.62522,4.05562,-7.65,0.16,0.65,81.25,31.0,65.0,0.555989,34.061969,7.249231,96.48058,44.43,0.0755,0.1677,15.36126476388889,4.278992889755283,2.0549815008150816,106.0
OS,Mastgat 6-7,3.0,Juli,2018.0,51.62522,4.05562,-7.65,0.16,0.65,78.75,33.0,63.0,0.681759,31.14,8.73,80.478424,46.27,0.0449,0.0558,19.20858530555556,5.660831554012539,2.997911318757576,288.0
OS,Mastgat 6-7,4.0,Augustus,2018.0,51.62522,4.05562,-7.65,0.16,0.65,76.25,34.0,61.0,0.94157,35.265708,10.115246,69.73172,48.09,0.0407,0.0535,22.033230034722223,5.263965358730159,2.451037340123457,1784.0
OS,Mastgat 6-7,5.0,September,2018.0,51.62522,4.05562,-7.65,0.16,0.65,63.52571428500001,45.0,69.0,0.998509,32.133001,11.495862,61.556884,50.774828,0.0307,0.0597,18.39807027777778,3.1153002559139784,1.108798070768116,1048.0
OS,Mastgat 6-7,6.0,Oktober,2018.0,51.62522,4.05562,-7.65,0.16,0.65,75.0,15.0,60.0,0.975392,32.318367,12.25,57.860607,52.46,0.0503,0.1123,15.50026382638889,5.515256075789473,1.5414228491666666,1546.0
OS,Mastgat 6-7,0.0,April,2019.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,0.0,80.0,0.3022289999999999,12.8,2.74,249.028309,31.791375,0.0,0.0,9.700820694444444,0.4545444789,5.15796339375,366.0
OS,Mastgat 6-7,1.0,Mei,2019.0,51.62522,4.05562,-7.65,0.16,0.65,50.0,40.0,72.5,0.352044,25.799257,3.3625,203.983645,33.834,0.0156,0.0511,11.94177076736111,3.93415475,3.4309947257377043,578.0
OS,Mastgat 6-7,2.0,Juni,2019.0,51.62522,4.05562,-7.65,0.16,0.65,27.5,28.0,58.0,0.451125,15.32,6.21,112.184626,40.53,0.1017,0.2391,16.181632138888887,2.6954740286666667,1.8000968983333334,1320.0
OS,Mastgat 6-7,3.0,Juli,2019.0,51.62522,4.05562,-7.65,0.16,0.65,16.25,28.0,57.5,0.495969,22.66,8.17,85.867497,43.18,0.07,0.0946,19.25803484722222,4.0765099438356165,2.0384165820059583,1062.0
OS,Mastgat 6-7,0.0,April,2020.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,0.0,80.0,0.211516,22.273914,4.579348,151.0,37.118986,0.0,0.0,10.272389083333334,1.640324372718447,1.8880905007339448,310.0
OS,Mastgat 6-7,1.0,Mei,2020.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,27.0,72.5,0.403283,31.658102,5.309857,130.681673,40.37,0.0271,0.1204,12.786493493055556,5.120009119166666,2.3245739303917525,148.0
OS,Mastgat 6-7,2.0,Juni,2020.0,51.62522,4.05562,-7.65,0.16,0.65,82.85714286,37.0,58.0,0.700088,35.278578,7.897241,88.756646,46.49569,0.0699,0.1656,16.232706513888886,2.8830895260604894,1.9085364902350024,2828.0
OS,Mastgat 6-7,3.0,Juli,2020.0,51.62522,4.05562,-7.65,0.16,0.65,90.0,27.0,57.5,0.6424463333333333,36.877999,10.915873,64.742375,50.17,0.1118,0.1361,18.93781981944444,4.008193377069364,2.387821165701389,1466.0
OS,Mastgat 6-7,4.0,Augustus,2020.0,51.62522,4.05562,-7.65,0.16,0.65,55.71428571,49.0,65.5,0.931873,40.050087,12.900513,55.015221,51.77,0.0405,0.0327,20.20948430555556,2.8376910944444447,1.8491723263013704,1240.0
OS,Mastgat 6-7,5.0,September,2020.0,51.62522,4.05562,-7.65,0.16,0.65,55.71,45.0,69.0,0.998509,38.160452,13.855128,51.317652,53.1,0.0212,0.0296,18.422040472222225,4.173417770537634,1.688073791904762,2224.0
OS,Mastgat 6-7,6.0,Oktober,2020.0,51.62522,4.05562,-7.65,0.16,0.65,71.42857143,24.0,63.5,0.895838,35.637349,16.6,43.029181,58.06,0.1144,0.2067,12.859362069444444,3.0791584000000003,1.6477945921212118,2282.0
OS,Mastgat 6-7,0.0,April,2021.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,8.519113083333332,1.8504569531481485,1.829350915,888.0
OS,Mastgat 6-7,1.0,Mei,2021.0,51.62522,4.05562,-7.65,0.16,0.65,97.14285714,39.0,72.5,0.352044,26.650916,6.224265,111.934046,41.6275,0.051,0.1314,10.20377792361111,2.5626502248870966,2.2417817841463417,1450.0
OS,Mastgat 6-7,2.0,Juni,2021.0,51.62522,4.05562,-7.65,0.16,0.65,78.57142857,18.0,58.0,0.5899025,35.326554,7.616727,91.940938,43.494364,0.0774,0.1037,16.44186082638889,5.182038418852459,1.9232606763316065,1994.0
OS,Mastgat 6-7,3.0,Juli,2021.0,51.62522,4.05562,-7.65,0.16,0.65,88.57142857,35.0,57.5,0.6424463333333333,36.632623,10.438871,67.623974,48.500968,0.0806,0.143,18.679431277777777,3.8919631416,1.3303526402380952,1092.0
OS,Mastgat 6-7,4.0,Augustus,2021.0,51.62522,4.05562,-7.65,0.16,0.65,78.57142857,36.0,65.5,0.931873,38.118145,10.658727,66.264173,49.4667999,0.0061,0.0268,19.59747230555556,3.241701382592592,1.827759273411765,1714.0
OS,Mastgat 6-7,5.0,September,2021.0,51.62522,4.05562,-7.65,0.16,0.65,87.14285714,28.0,69.0,0.998509,38.485459,11.967049,59.193526,51.072459,0.0467,0.0573,19.13001546527778,4.380744022115969,1.3225454686610028,342.0
OS,Mastgat 6-7,6.0,Oktober,2021.0,51.62522,4.05562,-7.65,0.16,0.65,75.71428571,31.0,63.5,0.895838,29.821201,14.182642,50.162356,53.446415,0.0715,0.0766,15.93762484722222,2.245490083467988,2.4052320182596683,1706.0
OS,Mastgat 6-7,0.0,April,2022.0,51.62522,4.05562,-7.65,0.16,0.65,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.78761225,2.020479146842105,1.1350591631578948,752.0
OS,Mastgat 6-7,1.0,Mei,2022.0,51.62522,4.05562,-7.65,0.16,0.65,70.0,36.0,72.5,0.352044,25.06,5.86,118.691226,38.0,0.0464,0.0828,11.824242496527775,2.9146400119097224,1.4451821023563216,780.0
OS,Mastgat 6-7,2.0,Juni,2022.0,51.62522,4.05562,-7.65,0.16,0.65,31.66666667,28.0,58.0,0.5899025,27.891267,6.466842,107.839966,40.124737,0.0217,0.0759,16.675076770833336,2.199158898035714,2.495139102395833,1406.0
OS,Mastgat 6-7,3.0,Juli,2022.0,51.62522,4.05562,-7.65,0.16,0.65,43.33333333,28.0,57.5,0.6424463333333333,31.773118,8.767692,80.157544,44.165385,0.0822,0.1443,19.51802023611111,2.381741350863821,1.6246121595134575,558.0
OS,Mastgat 6-7,4.0,Augustus,2022.0,51.62522,4.05562,-7.65,0.16,0.65,51.66666667,34.0,65.5,0.931873,35.003833,8.837742,79.538276,46.542581,0.0021,0.0699,21.415874506944444,3.543415427724137,1.8212382537654324,470.0
OS,Mastgat 6-7,5.0,September,2022.0,51.62522,4.05562,-7.65,0.16,0.65,25.0,29.0,69.0,0.998509,36.8822,10.764,65.632487,47.53,0.0664,0.034,21.402931416666668,3.623909814666667,1.9517579733333337,4928.0
OS,Mastgat 6-7,6.0,Oktober,2022.0,51.62522,4.05562,-7.65,0.16,0.65,36.66666667,28.0,63.5,0.895838,26.868507,11.725455,60.381879,49.043182,0.0343,0.054,17.18867245138889,3.798344809155503,1.398524707236842,1122.0
OS,OSWD 185,0.0,April,2017.0,51.55148,3.94803,-2.26,0.2,0.61,100.0,0.0,80.0,0.100018,22.9,2.38,285.836276,30.31,0.0,0.0,11.203614971428571,6.44104761225926,4.353817729137931,398.0
OS,OSWD 185,1.0,Mei,2017.0,51.55148,3.94803,-2.26,0.2,0.61,83.75,33.0,67.0,0.161122,31.121399,2.901493,235.510104,32.075224,0.0158,0.0535,12.919285264285714,2.8657335175000003,3.1549841451627905,492.0
OS,OSWD 185,2.0,Juni,2017.0,51.55148,3.94803,-2.26,0.2,0.61,72.5,26.0,58.0,0.27489,28.93617,4.051724,170.088363,35.227241,0.0442,0.1212,18.463222564285715,1.9637426,2.46237965,436.0
OS,OSWD 185,3.0,Juli,2017.0,51.55148,3.94803,-2.26,0.2,0.61,98.75,29.0,79.0,0.497585,35.919303,5.684684,122.276687,39.398354,0.0563,0.1438,19.991586228571432,2.66197305,3.976043632401316,2766.0
OS,OSWD 185,4.0,Augustus,2017.0,51.55148,3.94803,-2.26,0.2,0.61,91.25,33.0,60.0,0.709385,41.494036,6.372,109.404014,40.398182,0.0208,0.0303,19.506698542857144,2.0938798,2.4820757,2266.0
OS,OSWD 185,5.0,September,2017.0,51.55148,3.94803,-2.26,0.2,0.61,117.5,31.0,94.0,0.738401,36.482335,8.310638,84.450996,45.26,0.0625,0.1568,17.852600428571428,1.1715436982692309,2.6483212,3044.0
OS,OSWD 185,6.0,Oktober,2017.0,51.55148,3.94803,-2.26,0.2,0.61,90.0,36.0,72.0,0.76519,29.608136,10.243056,68.883594,49.71,0.0537,0.1236,14.656557725000004,1.8516653686079545,3.3999197,1278.0
OS,OSWD 185,0.0,April,2018.0,51.55148,3.94803,-2.26,0.2,0.61,100.0,0.0,80.0,0.219611,27.426378,4.11,167.868752,36.640303,0.0,0.0,8.392554964285715,6.590483541492366,5.010978274436364,1454.0
OS,OSWD 185,1.0,Mei,2018.0,51.55148,3.94803,-2.26,0.2,0.61,86.25,29.0,69.0,0.242781,25.733333,5.434783,127.876612,39.593913,0.0457,0.1018,11.52551355,6.590483541492366,5.010978274436364,1566.0
OS,OSWD 185,2.0,Juni,2018.0,51.55148,3.94803,-2.26,0.2,0.61,91.25,31.0,73.0,0.435033,28.594939,6.658904,104.807434,42.99,0.0395,0.1096,15.394557357142851,1.7594936847069256,3.3477500301398604,106.0
OS,OSWD 185,3.0,Juli,2018.0,51.55148,3.94803,-2.26,0.2,0.61,76.25,33.0,61.0,0.48513,26.3,7.92,88.514317,45.6,0.0382,0.0791,19.32458627142857,3.8692964344545455,4.548319666386613,288.0
OS,OSWD 185,4.0,Augustus,2018.0,51.55148,3.94803,-2.26,0.2,0.61,72.5,34.0,58.0,0.6252,26.624636,9.243448,76.133989,48.03,0.0389,0.0715,22.118243978571428,3.4156870594488185,3.107167445526316,1784.0
OS,OSWD 185,5.0,September,2018.0,51.55148,3.94803,-2.26,0.2,0.61,71.036285714,45.0,94.0,0.8014125,28.200089,11.243387,62.903678,51.701129,0.0444,0.0816,18.49761355714286,2.638785110054348,1.493277105629044,1048.0
OS,OSWD 185,6.0,Oktober,2018.0,51.55148,3.94803,-2.26,0.2,0.61,92.5,15.0,74.0,0.788914,32.470202,11.628406042857144,63.635082,52.36,0.0257,0.0439,15.507243478571429,3.01512625,1.9703585011764708,1546.0
OS,OSWD 185,0.0,April,2019.0,51.55148,3.94803,-2.26,0.2,0.61,100.0,0.0,80.0,0.3022289999999999,12.8,2.74,249.028309,31.791375,0.0,0.0,9.562371785714284,0.4545444789,5.15796339375,366.0
OS,OSWD 185,1.0,Mei,2019.0,51.55148,3.94803,-2.26,0.2,0.61,82.5,40.0,68.0,0.2301373333333333,30.095759,3.322727,206.362931,34.471515,0.0146,0.067,11.953214742857142,5.295013207692309,4.355653844097223,578.0
OS,OSWD 185,2.0,Juni,2019.0,51.55148,3.94803,-2.26,0.2,0.61,51.25,28.0,65.5,0.34635,13.42,5.18,133.873505,38.6,0.0663,0.1474,16.28444293571429,1.752866076666667,3.1883816787538946,1320.0
OS,OSWD 185,3.0,Juli,2019.0,51.55148,3.94803,-2.26,0.2,0.61,10.0,28.0,70.0,0.5982,27.17,7.3,95.826573,41.99,0.0757,0.1211,19.36875711428572,3.2678641828689248,2.9386181865000003,1062.0
OS,OSWD 185,4.0,Augustus,2019.0,51.55148,3.94803,-2.26,0.2,0.61,11.25,37.0,59.0,0.546267,28.600047,9.43,74.665731,46.17,0.0576,0.113,20.192127728571432,2.829159290745614,2.036787515,1026.0
OS,OSWD 185,5.0,September,2019.0,51.55148,3.94803,-2.26,0.2,0.61,21.25,31.0,94.0,0.864424,28.002766,13.61,52.218247,53.290588,0.1348,0.2297,18.399822521428568,2.657716213557312,3.0259543120813186,1606.0
OS,OSWD 185,6.0,Oktober,2019.0,51.55148,3.94803,-2.26,0.2,0.61,10.0,27.0,73.0,0.562362,20.959596,14.099753242857142,59.616203,54.353625185714286,0.0181,0.0394,15.21754237142857,3.25332396089527,2.513227561213683,2062.0
OS,OSWD 185,0.0,April,2020.0,51.55148,3.94803,-2.26,0.2,0.61,100.0,0.0,80.0,0.211516,22.273914,4.579348,151.0,37.118986,0.0,0.0,10.393344035714286,3.052606413881119,3.9206459265734255,310.0
OS,OSWD 185,1.0,Mei,2020.0,51.55148,3.94803,-2.26,0.2,0.61,95.71428571,27.0,68.0,0.286509,27.046453,4.938805157142857,154.041424,38.1,0.0133,0.0363,12.779149696428572,5.024262827943924,3.729054056,148.0
OS,OSWD 185,2.0,Juni,2020.0,51.55148,3.94803,-2.26,0.2,0.61,91.42857143,37.0,65.5,0.621753,37.37223,6.909375,101.10285,43.332031,0.0533,0.1414,16.260615242857142,2.612340430084995,3.6397197789842455,2828.0
OS,OSWD 185,3.0,Juli,2020.0,51.55148,3.94803,-2.26,0.2,0.61,92.85714286,27.0,70.0,0.5269716666666667,38.839907,7.293846,95.905368,44.073861214285714,0.0142,0.0275,18.95325754285714,3.6021811243856314,3.481656272601385,1466.0
OS,OSWD 185,4.0,Augustus,2020.0,51.55148,3.94803,-2.26,0.2,0.61,91.42857143,49.0,59.0,0.6269506666666667,39.757075,9.9825,70.635297,48.15,0.0549,0.0832,20.17096934285714,2.178433442344322,4.085991187499329,1240.0
OS,OSWD 185,5.0,September,2020.0,51.55148,3.94803,-2.26,0.2,0.61,82.86,45.0,94.0,0.8014125,34.953814,12.356207,57.37585,51.75,0.0527,0.08,18.439883328571423,3.3376378647142864,3.042765028884836,2224.0
OS,OSWD 185,6.0,Oktober,2020.0,51.55148,3.94803,-2.26,0.2,0.61,77.14285714,24.0,73.0,0.7054886666666667,32.323403,12.712744259387756,64.528698,52.506456803061226,0.0149,0.0315,12.81707204285714,2.86355884270115,4.032671839247312,2282.0
OS,OSWD 185,0.0,April,2021.0,51.55148,3.94803,-2.26,0.2,0.61,100.0,0.0,80.0,0.19,24.48941,4.2353,162.899255,36.5047,0.0,0.0,8.265341542857142,2.646780871083986,3.790256398473475,888.0
OS,OSWD 185,1.0,Mei,2021.0,51.55148,3.94803,-2.26,0.2,0.61,95.71428571,39.0,68.0,0.2301373333333333,30.206851,5.454925,127.293445,39.492836,0.0313,0.0766,10.21881535714286,2.9353598022876954,2.625576915384616,1450.0
OS,OSWD 185,2.0,Juni,2021.0,51.55148,3.94803,-2.26,0.2,0.61,88.57142857,18.0,65.5,0.4195065,35.23225,7.069677,98.867959,43.272903,0.0897,0.21,16.282927375,3.683165395974648,3.3282044875,1994.0
OS,OSWD 185,3.0,Juli,2021.0,51.55148,3.94803,-2.26,0.2,0.61,80.0,42.0,70.0,0.5269716666666667,36.566315,9.259107,76.0085,47.350357,0.0521,0.0971,18.7416798,2.0285759876917293,1.8389268553214289,1092.0
OS,OSWD 185,4.0,Augustus,2021.0,51.55148,3.94803,-2.26,0.2,0.61,85.71428571,43.0,59.0,0.6269506666666667,35.114887,11.634667,60.841039,50.8405,0.0552,0.0812,19.36681431428571,3.718674245833333,3.226386350476191,1714.0
OS,OSWD 185,5.0,September,2021.0,51.55148,3.94803,-2.26,0.2,0.61,88.57142857,20.0,94.0,0.8014125,31.412591,11.736613,60.32593,50.907097,0.0051,0.0033,18.903741807142858,1.9211050569186048,1.8726765153846152,342.0
OS,OSWD 185,6.0,Oktober,2021.0,51.55148,3.94803,-2.26,0.2,0.61,68.57142857,25.0,73.0,0.7054886666666667,29.543577,12.858125,55.191969,51.671458,0.0449,0.0306,15.667813935714287,4.109524280044248,4.489778104301075,1706.0
OS,OSWD 185,0.0,April,2022.0,51.55148,3.94803,-2.26,0.2,0.61,100.0,0.0,80.0,0.79,20.06,4.19,164.615464,35.02,0.0,0.0,8.79444182857143,2.6933847885563376,2.879297482692308,752.0
OS,OSWD 185,1.0,Mei,2022.0,51.55148,3.94803,-2.26,0.2,0.61,88.0,36.0,68.0,0.2301373333333333,23.89,5.32,130.556176,37.8,0.0314,0.0772,11.865701253571428,3.11482937980528,2.971269476731265,780.0
OS,OSWD 185,2.0,Juni,2022.0,51.55148,3.94803,-2.26,0.2,0.61,66.66666667,28.0,65.5,0.4195065,30.571439,7.03925,99.284442,41.78775,0.0614,0.1424,16.669057107142855,2.4952300408262067,3.5204106373761905,1406.0
OS,OSWD 185,3.0,Juli,2022.0,51.55148,3.94803,-2.26,0.2,0.61,50.0,28.0,70.0,0.5269716666666667,32.877291,8.673667,81.004294,45.066667,0.0584,0.1171,19.548692678571427,2.089131098638889,2.038166464596377,558.0
OS,OSWD 185,4.0,Augustus,2022.0,51.55148,3.94803,-2.26,0.2,0.61,48.33333333,34.0,59.0,0.6269506666666667,37.84161,10.624138,66.474423,47.428621,0.0574,0.0695,21.42383502142857,3.675146430055789,3.531012644264148,470.0
OS,OSWD 185,5.0,September,2022.0,51.55148,3.94803,-2.26,0.2,0.61,45.0,29.0,94.0,0.8014125,36.147899,11.018519,64.154503,48.63,0.0136,0.0414,21.435199300000004,3.02603244364486,2.0683252006428656,4928.0
OS,OSWD 185,6.0,Oktober,2022.0,51.55148,3.94803,-2.26,0.2,0.61,40.0,28.0,73.0,0.7054886666666667,30.328424,13.524167,52.541215,52.643651000000006,0.0895,0.1433,17.09514959285714,4.50383472858125,3.351062980308233,1122.0
OS,OSWD 200,0.0,April,2017.0,51.5352,3.9374,-1.81,0.2,0.56,100.0,0.0,80.0,0.100018,22.9,2.38,285.836276,30.31,0.0,0.0,11.21256579347826,5.764539870071429,2.1356994278125,398.0
OS,OSWD 200,1.0,Mei,2017.0,51.5352,3.9374,-1.81,0.2,0.56,55.0,33.0,44.0,0.151514,27.916331,2.825,241.722922,31.370455,0.0135,0.0321,12.939303358695648,2.8657335175000003,2.903438412602739,492.0
OS,OSWD 200,2.0,Juni,2017.0,51.5352,3.9374,-1.81,0.2,0.56,86.25,26.0,69.0,0.269182,27.927322,4.307246,160.246804,36.002029,0.057,0.1781,18.45698007608696,2.29431348,2.46237965,436.0
OS,OSWD 200,3.0,Juli,2017.0,51.5352,3.9374,-1.81,0.2,0.56,117.5,29.0,94.0,0.369913,28.907144,5.762766,120.661706,40.883298,0.0502,0.1683,19.9976735652174,2.66197305,3.930008900476695,2766.0
OS,OSWD 200,4.0,Augustus,2017.0,51.5352,3.9374,-1.81,0.2,0.56,93.75,33.0,74.0,0.576184,34.986199,6.854054,101.89807,42.128108,0.0331,0.0377,19.495129391304346,2.051167873877551,1.917746602112676,2266.0
OS,OSWD 200,5.0,September,2017.0,51.5352,3.9374,-1.81,0.2,0.56,78.75,31.0,63.0,0.4842,26.800083,7.693651,91.044959,43.98,0.0271,0.0597,17.85478365217391,1.0520589707407406,1.59951650375,3044.0
OS,OSWD 200,6.0,Oktober,2017.0,51.5352,3.9374,-1.81,0.2,0.56,93.75,36.0,75.0,0.599405,25.49318,9.726,72.450216,47.9,0.0565,0.1089,14.664077364130437,1.7288532893462474,3.531604641489361,1278.0
OS,OSWD 200,0.0,April,2018.0,51.5352,3.9374,-1.81,0.2,0.56,100.0,0.0,80.0,0.219611,27.426378,4.11,167.868752,36.640303,0.0,0.0,8.401541249999998,5.696583927385027,3.99166461035,1454.0
OS,OSWD 200,1.0,Mei,2018.0,51.5352,3.9374,-1.81,0.2,0.56,88.75,29.0,71.0,0.259915,27.101669,4.640845,149.004914,39.036479,0.0183,0.0826,11.54836864130435,5.696583927385027,3.99166461035,1566.0
OS,OSWD 200,2.0,Juni,2018.0,51.5352,3.9374,-1.81,0.2,0.56,91.25,31.0,73.0,0.431622,29.194898,6.873973,101.610292,43.89,0.072,0.1566,15.396826304347826,1.4976527480520163,3.134427865742472,106.0
OS,OSWD 200,3.0,Juli,2018.0,51.5352,3.9374,-1.81,0.2,0.56,83.75,33.0,67.0,0.547381,29.02,7.84,89.374893,44.73,0.0293,0.0255,19.335783913043475,3.403612414244791,3.577359636760204,288.0
OS,OSWD 200,4.0,Augustus,2018.0,51.5352,3.9374,-1.81,0.2,0.56,81.25,34.0,65.0,0.600892,27.909427,8.907385,78.932138,46.48,0.0314,0.0515,22.12899003260869,3.146558293814433,2.9980453963190183,1784.0
OS,OSWD 200,5.0,September,2018.0,51.5352,3.9374,-1.81,0.2,0.56,62.63152380800001,45.0,63.0,0.5822895,26.79694,11.93,59.372678,51.420312,0.0672,0.1098,18.49502134782609,2.7075322252705627,1.3116664947631582,1048.0
OS,OSWD 200,6.0,Oktober,2018.0,51.5352,3.9374,-1.81,0.2,0.56,72.5,15.0,58.0,0.779109,29.256849,12.3146226,62.107085,51.95,0.0256,0.0353,15.507782836956524,2.888185333333334,2.13959708,1546.0
OS,OSWD 200,0.0,April,2019.0,51.5352,3.9374,-1.81,0.2,0.56,100.0,0.0,80.0,0.3022289999999999,12.8,2.74,249.028309,31.791375,0.0,0.0,9.547326402173912,0.4545444789,5.15796339375,366.0
OS,OSWD 200,1.0,Mei,2019.0,51.5352,3.9374,-1.81,0.2,0.56,75.0,40.0,57.5,0.2592243333333333,29.619441,3.635,189.06573,35.195167,0.0224,0.0851,11.952370271739133,4.352160161538461,3.796893953135135,578.0
